id	title	words	chars	text
1095935	Asteraceae	1718	11542	asteracea asteracea asteracea asteracea asteracea composita commonli refer aster daisi sunflow famili exceedingli larg widespread famili angiosperma steven p f 2001 onward angiosperm phylogeni websit version 9 june 2008 http www mobot org mobot research apweb welcom html jeffrey c 2007 composita introduct key tribe page 61 87 famili genera vascular plant vol viii flower plant eudicot aster j w kadereit c jeffrey ed springer verlag berlin group ha 23 000 current accept speci spread across 1 620 g
13286072	Apiaceae	1146	7770	apiacea apiacea apiacea apiacea apiacea umbellifera commonli known carrot parsley famili famili mostli aromat plant hollow stem famili larg 3 700 speci spread across 434 genera 16th largest famili flower plant steven p f 2001 onward angiosperm phylogeni websit version 9 june 2008 includ thi famili well known plant angelica ani arracacha asafoetida caraway carrot celeri centella asiatica chervil cice coriand includ cilantro cumin dill fennel hemlock lovag queen ann lace parsley parsnip sea holli 
1310918	Axon	1607	10119	axon axon axon axon axon greek axi also known nerv fibr long slender project nerv cell neuron typic conduct electr impul away neuron cell bodi function axon transmit inform differ neuron muscl gland certain sensori neuron pseudounipolar neuron touch warmth electr impul travel along axon peripheri cell bodi cell bodi spinal cord along anoth branch axon axon dysfunct cau mani inherit acquir neurolog disord affect periph central neuron axon one two type protoplasm protru extrud cell bodi neuron typ
1032946	Aramaic alphabet	1464	8768	arama alphabet arama alphabet arama alphabet arama alphabet arama alphabet adapt phoenician alphabet becam distinct 8th centuri bce letter repr conson matr lectioni also indic long vowel arama alphabet histor signif sinc virtual modern middl eastern write system use script trace back well numer non chine write system central east asia thi primarili due widespread usag arama languag lingua franca offici languag neo assyrian empir successor achaemenid empir among script modern use hebrew alphabet 
7304691	American shot	274	1657	american shot american shot american shot american shot american shot translat phrase french film critic plan ricain refer medium long knee film shot group charact arrang visibl camera usual arrang actor stand irregular line one side screen actor end come forward littl stand profil purpo composit allow complex dialogu scene play without chang camera posit literatur thi simpli refer 3 4 shot one main reason whi french critic call american shot wa frequent use western thi wa becau shot start knee 
3043044	Acute disseminated encephalomyelitis	435	2966	acut dissemin encephalomyel acut dissemin encephalomyel acut dissemin encephalomyel acut dissemin encephalomyel acut dissemin encephalomyel adem immun mediat disea brain usual occur follow viral infect may appear follow vaccin bacteri parasit infect even appear spontan involv autoimmun demyelin similar multipl sclerosi consid part multipl sclerosi borderlin disea incid rate 8 per 1 000 000 peopl per year although occur age report case children adolesc averag age around 5 8 year old mortal rate m
542298297	Ataxia	1653	11491	ataxia ataxia ataxia ataxia ataxia greek neg prefix order lack order neurolog sign consist lack voluntari coordin muscl movement ataxia non specif clinic manifest impli dysfunct part nervou system coordin movement cerebellum sever possibl cau exist pattern neurolog dysfunct term dystaxia rare use synonym type cerebellar term cerebellar ataxia use indic ataxia due dysfunct cerebellum cerebellum respon integr signif amount neural inform use coordin smoothli ongo movement particip motor plan althou
5839411	Abdul Alhazred	895	5626	abdul alhazr abdul alhazr abdul alhazr abdul alhazr abdul alhazr fiction charact creat american horror writer h p lovecraft call mad arab credit author fiction book kitab al azif necronomicon integr part cthulhu mytho lore name name abdul alhazr pseudonym lovecraft creat hi youth took read 1001 arabian night age five name wa invent either lovecraft albert baker phillip famili lawyer harm p 7 encyclopedia cthulhiana abdul common arab name compon never name addit end ul begin al redund alhazr may 
548063777	Ada Lovelace	3064	19018	ada lovelac ada lovelac ada lovelac ada lovelac augusta ada king countess lovelac 10 decemb 1815 nbsp 27 novemb 1852 born augusta ada byron commonli known ada lovelac wa english mathematician writer chiefli known work charl babbag earli mechan gener purpo comput analyt engin note engin includ recogn first algorithm intend process machin becau thi often consid world first comput programm j fuegi j franci lovelac babbag creation 1843 note ieee annal histori comput 25 nbsp 4 octob decemb 2003 16 26
4150329	August Derleth	2892	18342	august derleth august derleth august derleth august derleth august william derleth februari 24 1909 juli 4 1971 wa american writer anthologist though best rememb first publish write h p lovecraft hi contribut cthulhu mytho genr horror well hi found publish arkham hou much bring supernatur fiction print hardcov us onli readili avail uk derleth wa lead american region writer hi day well prolif sever genr includ histor fiction poetri detect fiction scienc fiction biographi 1938 guggenheim fellow de
551385	Alps	6213	38897	alp alp alp alp alp one great mountain rang system europ stretch approxim across eight alpin countri austria slovenia east switzerland liechtenstein germani franc west itali monaco south alpin convent alpin confer retriev august 3 2012 alp form hundr million year african eurasian tecton plate collid extrem shorten cau event result marin sedimentari rock rise thrust fold high mountain peak mont blanc matterhorn mont blanc span french italian border highest mountain alp alpin region area contain m
11306344	Albert Camus	3599	21704	albert camu albert camu albert camu albert camu albert camu 7 novemb 1913 4 januari 1960 wa french nobel prize win author journalist philosoph hi view contribut rise philosophi known absurd wrote hi essay rebel hi whole life wa devot oppo philosophi nihil still delv deepli individu freedom although often cite propon existenti philosophi camu wa associ dure hi lifetim reject thi particular label interview 1945 camu reject ani ideolog associ existentialist sartr alway surpri see name link le nouve
13286072	Agatha Christie	5150	32261	agatha christi agatha christi agatha christi agatha christi dame agatha mari clarissa christi dbe n e miller 15 septemb 1890 nbsp 12 januari 1976 wa british crime writer novel short stori play also wrote six romanc name mari westmacott best rememb 66 detect novel 15 short stori collect wrote name revolv around investig charact hercul poirot miss jane marpl tommi tuppenc also wrote world longest run play mousetrap born wealthi upper middl class famili torquay devon christi serv hospit dure first 
13809177	The Plague	3296	19995	plagu plagu plagu plagu plagu fr la pest novel albert camu publish 1947 tell stori medic worker find solidar labour algerian citi oran swept plagu ask number question relat natur destini human condit charact book rang doctor vacat fugit help show effect plagu ha populac novel believ base cholera epidem kill larg percentag oran popul 1849 follow french colon novel place 1940 magil 1989 683 oran environ struck disea multipl time befor camu publish thi novel accord research report center disea cont
548542260	Applied ethics	423	2861	appli ethic appli ethic appli ethic appli ethic appli ethic philosoph examin moral standpoint particular issu privat public life matter moral judgment thu attempt use philosoph method identifi moral correct cour action variou field human life bioethic exampl concern identifi correct approach matter euthanasia alloc scarc health resourc use human embryo research environ ethic concern question duti duti whistleblow gener public oppo loyalti employ area profess philosophi well paid highli valu with
2051880	Absolute value	1247	7683	absolut valu absolut valu absolut valu absolut valu absolut valu number may thought distanc zero mathemat absolut valu modulu real number nbsp non neg valu nbsp without regard sign name posit nbsp neg nbsp exampl absolut valu nbsp 3 3 absolut valu nbsp 3 also 3 absolut valu number may thought distanc zero gener absolut valu real number occur wide varieti mathemat set exampl absolut valu also defin complex number quaternion order ring field vector space absolut valu close relat notion magnitud di
13286072	Analog signal	489	3273	analog signal analog signal analog signal analog signal analog analogu signal ani continu signal time vari featur variabl signal repr time vari quantiti e analog anoth time vari signal exampl analog audio signal instantan voltag signal vari continu pressur sound wave differ digit signal continu quantiti repr discret function onli take one finit number valu term analog signal usual refer electr signal howev mechan pneumat hydraul system may also convey analog signal analog signal use properti med
640776	Hercule Poirot	4653	28330	hercul poirot hercul poirot hercul poirot hercul poirot hercul poirot fiction belgian detect creat agatha christi along miss marpl poirot one christi famou long live charact appear 33 novel one play black coff 50 short stori publish 1920 1975 set era poirot ha portray radio screen film televi variou actor includ john moffatt albert finney sir peter ustinov sir ian holm toni randal alfr molina david suchet overview influenc hi name wa deriv two fiction detect time mari belloc lownd hercul popeau 
548187593	Miss Marple	2111	12872	miss marpl miss marpl miss marpl miss marpl jane marpl usual refer miss marpl fiction charact appear 12 agatha christi crime novel 20 short stori miss marpl elderli spinster live villag st mari mead act amateur detect alongsid hercul poirot one love famou christi charact ha portray numer time screen first appear wa short stori publish sketch magazin 1926 tuesday night club later becam first chapter thirteen problem 1932 first appear full length novel wa murder vicarag 1930 charact charact miss m
548593518	April	805	4770	april april april april april fourth month year julian gregorian calendar one four month length 30 day april commonli associ season spring northern hemisph autumn southern hemisph season equiv octob northern hemisph vice versa april start day week juli year januari leap year april end day week decemb everi year name origin april tr rich heur du duc de berri deriv latin name aprili uncertain tradit etymolog verb aperir open allu season tree flower begin open support comparison modern greek use an
3080493	August	636	3915	august august august august depict harvest august calendar page mari psalter fol 78v ca 1310 august eighth month year julian gregorian calendar one seven month length 31 day august encyclop dia britannica 2008 encyclop dia britannica onlin 23 septemb 2008 southern hemisph august season equiv februari northern hemisph common year month start day week august though leap year februari start day august end day week novemb everi year thi month wa origin name sextili latin becau wa sixth month origin 
548197841	Aaron	3043	17907	aaron aaron aaron aaron hebrew bibl qur aaron entri aaron ah r n h r n greek septuagint often call aaron priest onc aaron levit exodu 4 14 wa older brother mose exodu 6 16 20 7 7 qur 28 34 prophet god repr priestli function hi tribe becom first high priest israelit mose wa receiv hi educ egyptian royal court dure hi exil among midianit aaron hi sister miriam remain kinsmen eastern border land egypt goshen aaron gain name eloqu persua speech time came demand upon pharaoh relea israel captiv aaron
254396	Alcohol	2669	16367	alcohol alcohol alcohol alcohol hydroxyl oh function group bond angl gener alcohol molecul ball stick model hydroxyl oh function group alcohol molecul three r stand carbon substitu hydrogen atom thi space fill model chemistri alcohol organ compound hydroxyl function group o h bound carbon atom particular thi carbon center satur singl bond three atom import class alcohol simpl acycl alcohol gener formula c n h 2n 1 oh ethanol c 2 h 5 oh type alcohol found alcohol beverag common speech word alcoho
7304691	Achill Island	2498	15729	achil island achil island achil island achil island achil island counti mayo largest island coast ireland situat west coast ha popul 2 700 area achil attach mainland michael davitt bridg villag gob choir achil sound poll raithn polranni bridg wa first complet 1887 replac anoth structur 1949 subsequ replac current bridg wa complet 2008 centr popul includ villag keel dooagh dumha ige dooega dugort parish main gaelic footbal pitch two secondari school mainland poll raithn earli human settlement bel
3761899	Allen Ginsberg	6966	43320	allen ginsberg allen ginsberg allen ginsberg allen ginsberg irwin allen ginsberg june 3 1926 april 5 1997 wa american poet one lead figur beat gener 1950 vigor oppo militar econom materi sexual repress ginsberg best known hi epic poem howl celebr hi fellow angel head hipster harshli denounc saw destruct forc capit conform unit state one classic poem beat gener ginsberg allen 2000 delib prose select essay 1952 1995 foreword edward sander new york harpercollinspublish pp xx xxi poem wa dedic write
1403682	Algebraically closed field	1033	5465	algebra close field algebra close field algebra close field algebra close field abstract algebra algebra close field f contain root everi non constant polynomi f nbsp x ring polynomi variabl x coeffici f exampl exampl field real number algebra close becau polynomi equat x 2 nbsp nbsp 1 nbsp nbsp 0 nbsp ha solut real number even though coeffici 1 0 real argument prove subfield real field algebra close particular field ration number algebra close also finit field f nbsp algebra close becau 1 2 n e
14508071	Anatoly Karpov	2593	15886	anatoli karpov anatoli karpov anatoli karpov anatoli karpov anatoli yevgenyevich karpov anatolij evgen evi karpov born may 23 1951 russian chess grandmast former world champion wa offici world champion 1975 1985 wa defeat garri kasparov play three match kasparov titl 1986 1990 befor becom fide world champion onc kasparov broke away fide 1993 held titl 1999 resign hi titl protest fide new world championship rule hi decad long stand among world elit karpov consid one greatest player time hi tourna
10747469	Aspect ratio	315	1850	aspect ratio aspect ratio aspect ratio aspect ratio aspect ratio ratio width shape height width larger height e shape posit landscap rather portrait aspect ratio express two number separ colon x y common misunderstand x y repr actual length height thi fal actual repr relat width height exampl 8 5 16 10 1 6 1 aspect ratio may appli two characterist dimen three dimen shape applic use term commonli use refer graphic imag imag aspect ratio display aspect ratio aspect ratio comput display paper size 
11168476	Auto racing	4258	25736	auto race auto race auto race auto race auto race also known automobil race car race motorsport involv race automobil competit histori begin competit motor event began soon construct first success gasolin fuel automobil first organ contest wa april 28 1887 chief editor pari public le v locip de monsieur fossier ran neuilli bridg boi de boulogn wa won georg bouton de dion bouton compani car construct albert comt de dion wa onli competitor show rather difficult call race anoth solo event occur 189
548616184	Anarcho-capitalism	6779	45109	anarcho capit anarcho capit anarcho capit anarcho capit anarcho capit also refer free market anarch edward stringham anarchi law polit economi choic p 504 market anarch roderick long tibor r machan anarch minarch govern part free countri ashgat publish ltd 2008 prefac isbn 978 0 7546 6066 8 isbn 978 0 7546 6066 8 privat properti anarch anarchi law polit economi choic edward stringham transact publish 2007 libertarian anarch libertarian anarch apodict correct jame redford voluntari libertarian po
1752945	Aristophanes	6896	43736	aristophan aristophan aristophan aristophan aristophan english pronunci ca 446 bc nbsp ca 386 bc son philippu deme cydathenau aristophan lysistrata acharnian cloud alan sommerstein penguin book 1973 page 9 wa comic playwright ancient athen eleven hi 40 play surviv virtual complet togeth fragment hi play provid onli real exampl genr comic drama known old comedi use defin genr aristophan cloud k j dover ed oxford univ press 1970 intro page x also known father comedi aristophan perform 421 bc ad 20
9956445	Albert Schweitzer	5173	31797	albert schweitzer albert schweitzer albert schweitzer albert schweitzer albert schweitzer om 14 januari 1875 nbsp 4 septemb 1965 wa german french theologian organist philosoph physician medic missionari wa born kaysersberg provinc alsac lorrain time part german empir schweitzer lutheran challeng secular view jesu depict histor critic methodolog current hi time certain academ circl well tradit christian view depict jesu one liter believ end world wa come hi lifetim believ world savior receiv 1952
1283954	Austrian School	4173	27636	austrian school austrian school austrian school austrian school austrian school econom school econom thought base studi econom phenomena interpret analysi purpo action individu carl menger prinicpl econom onlin http www mise org etext menger principl asp austrian school econom conci encyclopedia econom librari econom liberti methodolog individu stanford encyclopedia philosophi ludwig von mise human action p 11 r purpo action anim reaction referenc 2011 11 23 deriv name origin late 19th earli 20t
14716314	Abscess	944	6527	abscess abscess abscess abscess abscess collect pu neutrophil ha accumul within tissu becau inflammatori process respon either infecti process usual cau bacteria parasit foreign materi e g splinter bullet wound inject needl defen reaction tissu prevent spread infecti materi part bodi organ foreign materi kill local cell result relea cytokin cytokin trigger inflammatori respon draw larg number white blood cell area increa region blood flow final structur abscess abscess wall capsul form adjac hea
547026088	Ancient Pueblo Peoples	3734	24444	ancient pueblo peopl ancient pueblo peopl ancient pueblo peopl ancient pueblo peopl cliff palac mesa verd nation park white hou ruin canyon de chelli nation monument ancient pueblo peopl ancestr pueblo peopl ancient nativ american cultur center present day four corner area unit state compri southern utah northeastern arizona northern new mexico southwestern colorado ancestr pueblo cultur encyclopedia britannica retriev 4 june 2012 live rang structur includ pit hou pueblo cliff dwell design could
7304691	Aalborg Municipality	436	2771	aalborg municip aalborg municip aalborg municip aalborg municip aalborg municip municip danish kommun region nordjylland jutland peninsula northern denmark bridgwat w beatric aldrich 1966 columbia vike desk encyclopedia columbia univ p 11 municip straddl limfjord waterway connect north sea kattegat east west separ main bodi jutland peninsula island vendsyssel thi north south ha land area 1 143 99 nbsp km popul 197 426 2010 belong region nordjylland north jutland region also name municip main cit
1469567	Aarhus	2781	17499	aarhu aarhu aarhu aarhu aarhu rhu second largest citi denmark princip port denmark aarhu east side peninsula jutland geograph center denmark aarhu seat council aarhu municip 319 094 inhabit 252 213 1 januari 2013 inner urban area accord aarhu municip greater aarhu area ha popul 1 25 million peopl http www aarhu dk media subsit aarhu wind energi dokument work live ashx citi claim unoffici titl capit jutland bridgwat w beatric aldrich 1966 columbia vike desk encyclop dia columbia univ p 11 aarhu m
1215485	Amateur	351	2365	amateur amateur amateur amateur amateur french amateur lover old french ultim latin amatorem nom amat lover gener consid person attach particular pursuit studi scienc non profess unpaid manner amateur often littl formal train pursuit mani autodidact self taught amateur seen neg posit light sinc amateur often formal train amateur work may consid sub par exampl amateur athlet sport basketb baseb footbal regard lower level abil profess athlet hand amateur may posit approach subject open mind result
1215485	Alexis Carrel	2091	13344	alexi carrel alexi carrel alexi carrel alexi carrel carrel 1912 alexi carrel june 28 1873 ndash novemb 5 1944 wa french surgeon biologist wa award nobel prize physiolog medicin 1912 pioneer vascular sutur techniqu invent first perfu pump charl lindbergh open way organ transplant like mani intellectu befor world war ii promot eugen wa regent french foundat studi human problem dure nazi occup vichi franc implement eugen polici hi associ foundat led alleg collabor nazi reggiani andr horacio god eug
7328338	All Souls' Day	894	5752	soul day soul day soul day soul day western christian soul day also known commemor faith depart observ princip cathol church although church anglican communion old cathol church also celebr observ third day hallowma annual occur novemb 2 eastern orthodox church observ sever soul day dure year roman cathol celebr associ doctrin soul faith death clean tempor punish due venial sin attach mortal sin cannot immedi attain beatif vision heaven may help prayer sacrif mass word die yet attain full sancti
8077136	Anatole France	1250	7360	anatol franc anatol franc anatol franc anatol franc anatol franc born fran oi anatol thibault 16 april 1844 12 octob 1924 wa french poet journalist novelist wa born pari die saint cyr sur loir wa success novelist sever best seller iron skeptic wa consid hi day ideal french man letter wa member acad mie fran ai won nobel prize literatur recognit hi literari achiev franc also wide believ model narrat marcel literari idol bergott marcel proust search lost time earli year son booksel franc spent hi 
1426328	André Gide	1346	7876	andr gide andr gide andr gide andr gide andr paul guillaum gide 22 novemb 1869 19 februari 1951 wa french author winner nobel prize literatur 1947 gide career rang begin symbolist movement advent anticoloni two world war known hi fiction well hi autobiograph work gide expo public view conflict eventu reconcili two side hi person split apart straitlac educ narrow social moral gide work seen investig freedom empow face moralist puritan constraint gravit around hi continu effort achiev intellectu h
547183564	Algorithms for calculating variance	1411	8145	algorithm calcul varianc algorithm calcul varianc algorithm calcul varianc algorithm calcul varianc algorithm calcul varianc play major role statist comput key problem design good algorithm thi problem formula varianc may involv sum squar lead numer instabl well arithmet overflow deal larg valu na ve algorithm formula calcul varianc entir popul size n formula calcul unbia estim popul varianc finit sampl n observ therefor naiv algorithm calcul estim varianc given follow def naiv varianc data n 0 
13286072	Almond	2941	18056	almond almond almond almond almond prunu amygdalu syn prunu dulci amygdalu communi amygdalu dulci speci tree nativ middl east south asia almond also name edibl wide cultiv seed thi tree within genu prunu classifi peach subgenu amygdalu distinguish subgenera corrug shell endocarp surround seed fruit almond drupe consist outer hull hard shell seed true nut insid shell almond refer remov shell reveal seed almond sold shell e shell remov unshel e shell still attach blanch almond shell almond treat h
543412113	Demographics of Antigua and Barbuda	408	2139	demograph antigua barbuda demograph antigua barbuda demograph antigua barbuda demograph antigua barbuda popul antigua barbuda data fao year 2005 number inhabit thousand thi articl demograph featur popul antigua barbuda includ popul densiti ethnic educ level health populac econom statu religi affili aspect popul demograph statist cia world factbook popul pyramid follow demograph statist cia world factbook unless otherwi indic popul 105 632 may 2010 est 87 774 2011 censu age structur 0 14 year 26 
7304691	Politics of Antigua and Barbuda	540	3542	polit antigua barbuda polit antigua barbuda polit antigua barbuda polit antigua barbuda polit antigua barbuda take place framework feder parliamentari repr democrat monarchi wherein sovereign antigua barbuda head state appoint governor gener act vice regal repr nation prime minist appoint governor gener head govern multi parti system prime minist advi governor gener appoint council minist execut power exerci govern legisl power vest govern two chamber parliament bicam parliament consist senat se
7304691	Royal Antigua and Barbuda Defence Force	232	1489	royal antigua barbuda defenc forc royal antigua barbuda defenc forc royal antigua barbuda defenc forc royal antigua barbuda defenc forc antigua barbuda defenc forc arm forc antigua barbuda rabdf ha respon sever differ role intern secur prevent drug smuggl protect support fish right prevent marin pollut search rescu ceremoni duti assist govern program provi relief dure natur disast assist mainten essenti servic support polic maintain law order rabdf world smallest militari consist 245 peopl thu m
17396376	Antisemitism	10658	68118	antisemit antisemit antisemit antisemit antisemit also spell anti semit anti semit prejud hatr discrimin jew reason connect jewish heritag person hold view call antisemit term etymolog might suggest antisemit direct semit peopl term wa coin late 19th centuri germani scientif sound term judenhass jew hatr jerom chane antisemit refer handbook abc clio 2004 p 150 rattansi ali racism veri short introduct oxford univ press 2007 pp 4 5 rubenstein richard l roth john k approach auschwitz holocaust lega
8024439	Economy of Azerbaijan	1155	7316	economi azerbaijan economi azerbaijan economi azerbaijan economi azerbaijan azerbaijan economi ha complet post soviet transit major oil base economi complet baku tbilisi ceyhan pipelin one state play major role azeri gdp grew 41 7 first quarter 2007 possibl highest ani nation worldwid rate cannot sustain despit reach 26 4 2005 second highest gdp growth world 2005 onli equatori guinea 2006 34 6 world highest 2008 drop 10 8 drop 9 3 2009 today az gdp growth make 3 4 azerbaijan 2009 real gdp growth
18449284	Geography of Azerbaijan	1184	7445	geographi azerbaijan geographi azerbaijan geographi azerbaijan geographi azerbaijan class toccolour style float right margin left 2em width 20em font size 90 cellspac 3 colspan 2 style text align center font size larger geographi azerbaijan colspan 2 style pad 1em 0 text align center azerbaijan style vertic align top contin style pad right 1em asia europ style vertic align top region style pad right 1em caucasu style vertic align top coordin style pad right 1em style vertic align top area style 
548569461	Foreign relations of Azerbaijan	2638	17422	foreign relat azerbaijan foreign relat azerbaijan foreign relat azerbaijan foreign relat azerbaijan azerbaijan member unit nation non align movement organ secur cooper europ nato partnership peac euro atlant partnership world health organ european bank reconstruct develop council europ cfe treati commun democraci intern monetari fund world bank azerbaijan ha formal involv senior ex u govern offici includ jame baker henri kiss serv honorari council advisor usacc honorari council advisor u azerbai
1862829	Azerbaijani Armed Forces	3645	23463	azerbaijani arm forc azerbaijani arm forc azerbaijani arm forc azerbaijani arm forc azerbaijani arm forc re establish accord law republ azerbaijan arm forc 9 octob 1991 offici web page presid republ azerbaijan azerbaijan democrat republ adr origin form arm forc 26 june 1918 howev dissolv azerbaijan wa absorb soviet union azerbaijan soviet socialist republ 28 april 1920 soviet union dissolv 1991 92 arm forc reform base soviet base equip left azeri soil arm forc three branch azerbaijani land forc 
14814465	Geography of Armenia	1175	7677	geographi armenia geographi armenia geographi armenia geographi armenia map armenia armenia landlock countri transcaucasia region black caspian sea border north east georgia azerbaijan south west iran turkey terrain mostli mountain flat fast flow river forest mani tree climat highland contin hot summer cold winter land rise 4 095 m abov sea level mount aragat pollut toxic chemic ddt help alreadi poor soil qualiti mani part countri armenia tri address environ problem ha establish ministri natur p
546325956	Demographics of Armenia	3537	16985	demograph armenia demograph armenia demograph armenia demograph armenia demograph armenia demograph featur popul armenia includ popul growth popul densiti ethnic educ level health econom statu religi affili aspect popul popul armenia 1950 2010 data nssra http www armstat en number inhabit thousand demograph trend regist steadi increa soviet period popul armenia declin 3 604 million 1991 3 211 million 2003 latest estim 2 872 million octob 12 2011 news 07 2012 thirdpow 10 02 12 armenia onli republ
13791663	Politics of Armenia	1066	7186	polit armenia polit armenia polit armenia polit armenia polit armenia take place framework presidenti repr democrat republ wherebi presid head govern platform multi parti system execut power exerci govern legisl power vest govern parliament polit sinc dissolut soviet union popul armenia vote overwhelmingli independ septemb 1991 referendum follow presidenti elect octob 1991 gave 83 vote levon ter petrosyan ter petrosyan elect head govern 1990 nation democrat union parti defeat armenian communist 
548439264	Economy of Armenia	5573	34797	economi armenia economi armenia economi armenia economi armenia armenia second den popul former soviet republ becau small size situat black sea caspian sea border north east georgia azerbaijan south west iran turkey independ armenia economi wa base larg industri chemic electron product machineri process food synthet rubber textil wa highli depend outsid resourc agricultur account onli 20 net materi product 10 employ befor breakup soviet union 1991 armenian mine produc copper zinc gold lead vast 
7304691	Transport in Armenia	200	1093	transport armenia transport armenia transport armenia transport armenia thi articl consid transport armenia soviet transport see transport soviet union railway total common carrier servic doe includ industri line broad gaug 825 nbsp km gaug 825 nbsp km electrifi 1995 servic south yerevan citi metro system yerevan intern link azerbaijan close gaug georgia ye gaug iran via azerbaijan close break gaug turkey close break gaug cross border line current close due polit problem roadway end 2010 nearli 
7239646	Armed Forces of Armenia	2726	17626	arm forc armenia arm forc armenia arm forc armenia arm forc armenia arm forc republ armenia compri two servic armi air forc air defen unifi branch cia world factbook 2010 armenia wa partial form former soviet armi forc station armenian ssr mostli unit 7th guard armi transcaucasian militari district landlock countri armenia ha navi command chief militari presid armenia current serzh sargsyan ministri defen charg polit leadership current head seyran ohanian militari command remain hand gener staff
18474905	Foreign relations of Armenia	4346	28783	foreign relat armenia foreign relat armenia foreign relat armenia foreign relat armenia sinc independ armenia ha maintain polici complementar tri friendli relat iran russia west includ unit state europ armenian foreign polici russia iran u 29 march 2010 howev disput armenian genocid recent war nagorno karabakh creat ten relat two immedi neighbor azerbaijan turkey armenia member 40 differ intern organ includ unit nation council europ commonwealth independ state organ secur cooper europ nato partn
7304691	Geography of American Samoa	255	1565	geographi american samoa geographi american samoa geographi american samoa geographi american samoa border 1 align right cellpad 4 cellspac 0 width 300 style margin 0 5em 0 1em 1em background f9f9f9 border 1px aaaaaa solid border collap collap font size 95 american samoa style background efefef align center colspan 2 border 0 cellpad 2 cellspac 0 align center width 140px american samoa contin oceania subregion oceania geograph coordin area nbsp total nbsp water rank 212th 199 nbsp km 0 nbsp km c
528623542	Demographics of American Samoa	387	2071	demograph american samoa demograph american samoa demograph american samoa demograph american samoa thi articl demograph featur popul american samoa includ popul densiti ethnic educ level health populac econom statu religi affili aspect popul popul thousand data fao year 2005 cia world factbook demograph statist follow demograph statist cia world factbook unless otherwi indic cia world factbook american samoa popul 66 432 juli 2012 est countri comparison world 202 age structur 0 14 year 33 4 mal
7304691	Politics of American Samoa	344	2298	polit american samoa polit american samoa polit american samoa polit american samoa polit american samoa take place framework presidenti repr democrat depend wherebi governor head govern pluriform multi parti system american samoa unincorpor unorgan territori unit state administ offic insular affair us depart interior constitut wa ratifi 1966 came effect 1967 execut power exerci govern legisl power vest two chamber legislatur parti system copi unit state parti system judiciari independ execut le
13791663	Economy of American Samoa	478	2825	economi american samoa economi american samoa economi american samoa economi american samoa economi american samoa tradit polynesian economi 90 land commun econom activ strongli link unit state american samoa conduct great bulk foreign trade tuna fish process plant backbon privat sector tuna primari export transfer u feder govern add substanti american samoa econom well attempt govern develop larger broader economi restrain samoa remot locat limit transport devast hurrican tourism develop sector
11555324	Avicenna	6866	42926	avicenna avicenna avicenna avicenna ab al al usayn ibn abd h ibn n persian pur e sina son sina c 980 june 1037 commonli known ibn n hi latin name avicenna wa persian ibn sina avicenna encyclopedia islam 2nd edit edit p berman th bianqui c e bosworth e van donzel w p henrich brill 2009 access brill onlin www encislam brill nl 2009 quot wa born 370 980 afshana hi mother home near bukhara hi nativ languag wa persian j arberri avicenna theolog kazi pubn inc 1995 excerpt avicenna wa greatest persian 
1680402	The Ashes	5538	32662	ash ash ash ash ash test cricket seri play england australia sinc 1882 one celebr rivalri intern sport current play biennial altern england australia cricket summer sport venu opposit hemisph break seri altern 18 30 month seri ash compri five test match two inning per match regular rule test match cricket seri drawn countri alreadi hold ash retain seri name satir obituari publish british newspap sport time 1882 match oval australia beat england english ground first time obituari state english cr
801435	Analysis	896	6295	analysi analysi analysi analysi analysi process break complex topic substanc smaller part gain better understand techniqu ha appli studi mathemat logic sinc befor aristotl 384 322 b c though analysi formal concept rel recent develop word ancient greek analusi break ana throughout lysi loosen formal concept method ha variou ascrib alhazen ren descart discour method galileo galilei ha also ascrib isaac newton form practic method physic discoveri name formal describ applic chemistri field chemistri
17500133	Abner Doubleday	1738	10845	abner doubleday abner doubleday abner doubleday abner doubleday abner doubleday june 26 1819 ndash januari 26 1893 wa career unit state armi offic union gener american civil war fire first shot defen fort sumter open battl war pivot role earli fight battl gettysburg gettysburg wa hi finest hour hi relief maj gen georg g mead cau last enmiti two men san francisco war obtain patent cabl car railway still run hi final year new jersey wa promin member later presid theosoph societi doubleday often mi
547987825	Amplitude modulation	1193	7654	amplitud modul amplitud modul amplitud modul amplitud modul amplitud modul techniqu use electron commun commonli transmit inform via radio carrier wave work vari strength transmit signal relat inform sent exampl chang signal strength may use specifi sound reproduc loudspeak light inten televi pixel contrast thi frequenc modul frequenc vari phase modul phase vari mid 1870 form amplitud modul mdash initi call undulatori current mdash wa first method success produc qualiti audio telephon line begin
7304691	Augustin-Jean Fresnel	511	3269	augustin jean fresnel augustin jean fresnel augustin jean fresnel augustin jean fresnel augustin jean fresnel 1788 1827 wa french engin physicist contribut significantli establish theori wave optic fresnel studi behaviour light theoret experi perhap best known inventor fresnel len first adopt lighthou wa french commiss lighthou found mani applic today hi fresnel equat wave reflect also form basi mani applic comput graphic today instanc render water biographi fresnel wa son architect born brogli 
548390287	Abbot	2541	16317	abbot abbot abbot abbot st domin silo enthron abbot hispano flemish gothic 15th centuri word abbot mean father titl given head monasteri variou tradit includ christian thi articl intend present fact relat role histori associ abbot christian offic may also given honorari titl clergyman actual head monasteri femal equiv abbess origin titl origin monasteri egypt syria spread eastern mediterranean soon becam accept gener languag design head monasteri first wa employ respect titl ani monk wa soon res
